usuario_id,mes_referencia,renda_mensal,total_despesas,percentual_renda_comprometida,nivel_endividamento_pct,taxa_poupanca_pct,percentual_despesas_fixas,percentual_gastos_nao_essenciais,quantidade_despesas_recorrentes,quantidade_transacoes_despesa,variacao_despesas_pct,reserva_em_meses,score_financeiro,perfil_financeiro,confianca_perfil,fatores_risco,fatores_positivos,regra_rotulacao,split,fonte
USR001411,2025-10,2447.4,1613.6,65.93,31.59,3.9,21.62,35.28,3,9,-36.16,1.2,65.0,EM_OBSERVACAO,0.7358,endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,despesas_controladas,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001412,2025-10,4722.84,4607.67,97.56,32.02,3.29,92.57,7.43,2,4,9.09,2.89,53.0,EM_OBSERVACAO,0.592,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001413,2025-10,6741.7,6710.18,99.53,24.35,3.68,89.34,0.0,3,4,3.9,0.74,46.0,EM_RISCO,0.6396,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001414,2025-10,4329.64,4162.63,96.14,32.93,3.17,18.84,53.29,3,6,1.07,3.39,51.0,EM_OBSERVACAO,0.5887,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001415,2025-10,6138.01,4242.21,69.11,41.35,7.19,57.18,17.6,3,6,-8.92,1.87,64.0,EM_OBSERVACAO,0.7569,endividamento_alto|baixa_taxa_poupanca|reserva_baixa,despesas_controladas,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001416,2025-10,3148.34,2067.61,65.67,14.69,15.57,42.8,30.66,3,7,-7.88,6.31,100.0,SAUDAVEL,0.935,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001417,2025-10,5120.53,3872.55,75.63,19.77,12.37,62.96,1.85,3,8,9.39,7.05,95.0,SAUDAVEL,0.8831,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001418,2025-10,3800.18,4213.95,110.89,80.51,2.61,53.11,35.04,4,6,8.54,0.34,0.0,EM_RISCO,0.9748,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001419,2025-10,8981.66,9902.22,110.25,64.67,0.92,51.17,34.54,3,6,5.54,0.66,0.0,EM_RISCO,0.9236,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001420,2025-10,3529.71,3868.82,109.61,59.23,0.39,54.65,23.54,3,7,-0.18,0.03,15.0,EM_RISCO,0.9275,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001421,2025-10,6747.08,5733.91,84.98,40.29,3.03,64.71,35.29,5,7,23.37,2.62,44.0,EM_RISCO,0.6769,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001422,2025-10,2777.48,2279.55,82.07,32.26,10.98,35.09,29.56,3,4,-2.0,1.99,68.0,EM_OBSERVACAO,0.6809,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001423,2025-10,7501.77,6324.82,84.31,39.44,5.84,17.55,27.27,2,6,6.81,1.89,60.0,EM_OBSERVACAO,0.7016,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001424,2025-10,5171.53,3038.35,58.75,18.38,13.07,20.35,34.38,2,4,-14.06,22.62,100.0,SAUDAVEL,0.9439,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001425,2025-10,4020.03,4309.24,107.19,66.6,1.79,41.24,0.0,2,4,-6.19,1.61,12.0,EM_RISCO,0.9215,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001426,2025-10,7529.89,6887.36,91.47,44.01,7.3,82.49,2.25,3,7,17.84,1.04,42.0,EM_RISCO,0.6324,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001427,2025-10,9563.33,7585.73,79.32,7.02,11.49,66.64,33.36,4,9,16.91,7.27,90.0,SAUDAVEL,0.7968,renda_comprometida|gastos_nao_essenciais_em_atencao,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001428,2025-10,4896.44,3847.55,78.58,19.79,5.21,75.95,16.95,7,12,-30.43,5.37,82.0,SAUDAVEL,0.6586,renda_comprometida|baixa_taxa_poupanca,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001429,2025-10,2376.48,2032.19,85.51,15.46,6.74,92.78,3.35,3,7,-3.42,1.23,62.0,EM_OBSERVACAO,0.7403,renda_muito_comprometida|baixa_taxa_poupanca|reserva_baixa,baixo_endividamento,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001430,2025-10,10397.23,6563.01,63.12,3.45,12.91,50.76,27.62,3,9,-22.52,7.33,100.0,SAUDAVEL,0.921,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001431,2025-10,5566.56,3462.94,62.21,43.17,5.15,36.11,29.16,3,5,-17.21,4.38,67.0,EM_OBSERVACAO,0.7185,endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,despesas_controladas|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001432,2025-10,8923.55,8194.77,91.83,43.64,1.3,43.08,0.0,2,4,-4.74,0.51,28.0,EM_RISCO,0.9082,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001433,2025-10,9380.76,7579.64,80.8,37.73,7.06,50.62,2.0,0,4,-34.58,1.95,65.0,EM_OBSERVACAO,0.7281,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001434,2025-10,4005.23,3190.97,79.67,30.65,6.47,69.18,21.8,3,6,-12.38,3.76,73.0,EM_OBSERVACAO,0.612,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001435,2025-10,5764.5,5777.13,100.22,44.48,0.22,25.45,40.76,4,11,-15.02,0.62,5.0,EM_RISCO,0.9077,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001436,2025-10,8406.29,4729.42,56.26,11.15,21.45,32.44,26.17,3,9,1.63,9.55,100.0,SAUDAVEL,0.929,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001437,2025-10,4907.01,4080.25,83.15,24.73,10.53,82.23,17.77,5,6,6.28,3.23,81.0,SAUDAVEL,0.6166,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001438,2025-10,3754.07,2627.08,69.98,11.78,10.6,43.6,45.29,3,7,-7.97,6.27,95.0,SAUDAVEL,0.8525,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001439,2025-10,6655.48,4631.05,69.58,30.51,8.11,67.26,24.43,3,6,-21.63,1.95,83.0,SAUDAVEL,0.7314,endividamento_moderado|reserva_baixa,despesas_controladas|poupanca_regular,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001440,2025-10,12147.74,9427.34,77.61,25.63,11.95,15.9,29.74,2,9,16.58,13.1,81.0,SAUDAVEL,0.6658,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_em_atencao,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001441,2025-10,4820.64,3333.69,69.15,12.08,14.58,72.42,0.0,3,6,-10.31,4.84,100.0,SAUDAVEL,0.9221,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001442,2025-10,4374.29,3856.24,88.16,32.18,3.05,71.55,28.45,2,4,6.08,3.96,56.0,EM_OBSERVACAO,0.6502,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001443,2025-10,10583.09,9991.0,94.41,74.03,2.63,35.96,9.23,1,6,14.07,0.4,18.0,EM_RISCO,0.9533,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001444,2025-10,3869.05,3129.56,80.89,35.42,6.09,81.54,11.84,4,8,-2.29,3.81,73.0,EM_OBSERVACAO,0.6322,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001445,2025-10,17950.62,14088.6,78.49,16.74,5.83,49.69,46.5,3,6,-0.52,4.19,72.0,EM_OBSERVACAO,0.647,renda_comprometida|baixa_taxa_poupanca|gastos_nao_essenciais_altos,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001446,2025-10,4263.84,3953.85,92.73,24.69,4.64,73.84,0.0,5,6,12.41,2.74,53.0,EM_OBSERVACAO,0.6142,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001447,2025-10,4106.57,3143.75,76.55,13.96,11.73,27.81,47.82,1,8,-4.95,14.99,85.0,SAUDAVEL,0.7373,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001448,2025-10,2087.22,1699.7,81.43,45.37,3.14,10.15,0.0,2,5,-17.8,4.22,62.0,EM_OBSERVACAO,0.7517,renda_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001449,2025-10,2934.03,3030.74,103.3,38.07,8.47,80.14,19.53,1,4,35.54,3.34,56.0,EM_OBSERVACAO,0.6648,despesas_acima_da_renda|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001450,2025-10,3961.81,4939.63,124.68,72.33,1.25,40.18,35.75,3,8,9.89,1.26,2.0,EM_RISCO,0.917,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001451,2025-10,2446.06,2457.61,100.47,41.93,5.5,22.48,47.49,5,7,19.58,1.1,19.0,EM_RISCO,0.9575,despesas_acima_da_renda|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001452,2025-10,2873.27,2413.36,83.99,40.76,9.57,22.34,77.66,1,4,-2.38,2.52,52.0,EM_OBSERVACAO,0.6084,renda_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001453,2025-10,6022.7,4897.82,81.32,35.41,6.22,29.4,13.4,3,4,0.51,2.51,65.0,EM_OBSERVACAO,0.745,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001454,2025-10,4722.83,2365.48,50.09,16.92,13.5,33.58,37.44,4,10,-11.28,10.52,95.0,SAUDAVEL,0.9045,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001455,2025-10,3962.71,3686.1,93.02,42.7,9.39,74.77,0.0,3,6,13.66,3.71,58.0,EM_OBSERVACAO,0.6954,renda_muito_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001456,2025-10,5368.64,2987.06,55.64,13.61,15.04,41.37,0.77,4,7,10.89,10.4,100.0,SAUDAVEL,0.9721,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001457,2025-10,6293.89,6245.84,99.24,42.62,3.15,30.95,45.62,2,4,21.04,2.9,32.0,EM_RISCO,0.8376,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001458,2025-10,11145.8,7160.41,64.24,3.88,15.57,28.07,65.67,3,8,23.33,19.31,100.0,SAUDAVEL,0.9465,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001459,2025-10,4778.69,5274.5,110.38,78.69,3.5,46.47,30.23,3,8,-0.9,0.57,7.0,EM_RISCO,0.9569,despesas_acima_da_renda|endividamento_muito_alto|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001460,2025-10,7704.07,5070.7,65.82,0.0,18.13,19.01,41.52,3,6,4.79,8.35,100.0,SAUDAVEL,0.931,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001461,2025-10,7806.32,8013.18,102.65,36.46,6.0,61.63,16.39,5,7,22.64,1.79,40.0,EM_RISCO,0.7862,despesas_acima_da_renda|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001462,2025-10,3588.47,2047.02,57.04,9.22,21.98,55.86,17.44,6,10,-16.07,15.81,100.0,SAUDAVEL,0.9174,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001463,2025-10,3163.41,2190.51,69.25,4.24,16.1,78.29,9.44,4,9,11.8,10.28,100.0,SAUDAVEL,0.9067,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001464,2025-10,13617.74,12634.48,92.78,37.62,9.76,55.74,31.33,4,7,-16.42,1.5,56.0,EM_OBSERVACAO,0.6494,renda_muito_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001465,2025-10,10675.72,8091.87,75.8,27.47,9.31,71.94,15.56,2,8,-12.71,5.07,81.0,SAUDAVEL,0.6517,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001466,2025-10,3230.92,2549.01,78.89,31.05,8.65,73.24,26.76,2,5,-9.75,4.05,76.0,SAUDAVEL,0.6268,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_em_atencao,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001467,2025-10,9613.55,9602.32,99.88,29.84,9.05,53.51,23.46,2,6,39.02,3.01,69.0,EM_OBSERVACAO,0.682,renda_muito_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001468,2025-10,7145.56,5497.32,76.93,32.11,6.37,78.27,19.91,5,7,2.47,1.91,65.0,EM_OBSERVACAO,0.7031,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001469,2025-10,4752.22,3958.0,83.29,20.58,8.95,46.85,50.34,2,6,-11.62,2.36,63.0,EM_OBSERVACAO,0.751,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001470,2025-10,12796.89,12577.51,98.29,39.06,10.89,36.78,26.37,4,12,4.92,2.45,56.0,EM_OBSERVACAO,0.6687,renda_muito_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001471,2025-10,3814.33,3156.89,82.76,23.17,9.57,29.27,50.42,3,8,-10.79,1.16,63.0,EM_OBSERVACAO,0.7259,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001472,2025-10,4311.6,2585.59,59.97,0.0,11.37,35.48,59.01,3,14,-10.49,9.77,95.0,SAUDAVEL,0.8646,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001473,2025-10,8574.43,5925.32,69.1,14.1,12.66,78.75,21.25,3,6,10.06,13.14,100.0,SAUDAVEL,0.9712,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001474,2025-10,1408.87,1311.74,93.11,23.6,10.64,37.33,62.67,1,4,12.08,3.31,59.0,EM_OBSERVACAO,0.6705,renda_muito_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001475,2025-10,4761.24,5156.72,108.31,59.69,1.92,95.57,4.43,1,4,10.0,0.0,15.0,EM_RISCO,0.925,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001476,2025-10,9617.78,6523.81,67.83,5.15,11.18,68.84,7.94,4,9,-20.82,14.03,100.0,SAUDAVEL,0.9545,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001477,2025-10,4398.36,4279.2,97.29,62.99,2.49,17.66,66.15,3,9,-7.53,1.07,15.0,EM_RISCO,0.8868,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001478,2025-10,5041.4,3421.77,67.87,10.04,15.66,84.11,0.0,3,4,-21.35,9.66,100.0,SAUDAVEL,0.9178,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001479,2025-10,10266.92,8919.07,86.87,34.6,7.6,51.37,34.27,3,10,0.61,3.68,56.0,EM_OBSERVACAO,0.6549,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001480,2025-10,2870.34,2491.31,86.79,43.84,7.49,84.75,0.0,2,5,4.43,2.11,42.0,EM_RISCO,0.6887,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001481,2025-10,5790.68,3598.75,62.15,12.02,12.83,51.57,39.16,4,4,-8.03,14.37,95.0,SAUDAVEL,0.8174,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001482,2025-10,1915.63,1768.33,92.31,40.03,5.6,53.09,25.22,2,5,-13.63,3.11,45.0,EM_RISCO,0.6713,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001483,2025-10,6425.91,6055.41,94.23,21.63,4.72,35.6,25.28,2,7,38.4,3.94,56.0,EM_OBSERVACAO,0.7099,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001484,2025-10,5854.18,5157.18,88.09,27.54,4.97,81.06,3.96,1,4,-9.61,0.55,46.0,EM_RISCO,0.6483,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001485,2025-10,3908.19,2348.78,60.1,10.93,15.7,52.7,17.56,5,9,-20.33,15.17,100.0,SAUDAVEL,0.9109,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001486,2025-10,4394.92,2996.02,68.17,24.59,10.93,65.08,15.14,0,6,-4.77,14.21,96.0,SAUDAVEL,0.8495,endividamento_moderado,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001487,2025-10,5135.2,3142.53,61.2,23.85,17.32,32.92,45.27,3,10,-3.28,8.45,91.0,SAUDAVEL,0.8359,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001488,2025-10,4678.92,3808.12,81.39,25.29,7.45,37.81,50.21,1,6,0.12,3.03,63.0,EM_OBSERVACAO,0.7626,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001489,2025-10,5667.53,3819.86,67.4,19.77,11.18,46.19,1.85,4,11,14.05,9.22,100.0,SAUDAVEL,0.9031,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001490,2025-10,3598.17,3332.39,92.61,64.18,2.34,56.07,22.96,2,5,13.35,0.27,18.0,EM_RISCO,0.9196,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001491,2025-10,2643.43,1508.22,57.06,24.59,16.47,28.38,46.42,3,5,-8.94,14.39,91.0,SAUDAVEL,0.807,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001492,2025-10,5540.5,6497.48,117.27,56.52,0.96,22.99,77.01,1,5,27.9,0.04,5.0,EM_RISCO,0.9364,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001493,2025-10,8825.4,6682.98,75.72,9.74,18.93,60.05,15.69,6,9,26.47,8.81,100.0,SAUDAVEL,0.9501,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR001494,2025-10,3989.86,2310.08,57.9,3.35,19.49,77.91,0.0,1,5,-16.23,12.89,100.0,SAUDAVEL,0.9385,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001495,2025-10,3542.19,3366.77,95.05,42.31,8.79,26.95,29.27,4,13,11.04,2.65,45.0,EM_RISCO,0.6604,renda_muito_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001496,2025-10,13934.55,14986.95,107.55,70.71,1.33,63.05,36.95,4,7,-3.37,0.18,0.0,EM_RISCO,0.9498,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR001497,2025-10,4913.69,5421.2,110.33,38.5,2.26,49.95,41.65,4,10,-8.8,0.26,16.0,EM_RISCO,0.9356,despesas_acima_da_renda|endividamento_moderado|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001498,2025-10,2478.67,2614.46,105.48,37.34,1.67,74.95,0.0,6,9,0.29,0.91,26.0,EM_RISCO,0.8916,despesas_acima_da_renda|endividamento_moderado|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001499,2025-10,8304.04,6113.21,73.62,12.31,12.44,31.97,42.46,5,12,14.16,8.62,85.0,SAUDAVEL,0.7147,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR001500,2025-10,6639.75,4503.05,67.82,31.85,3.21,68.94,31.06,3,4,-12.59,5.0,78.0,SAUDAVEL,0.6498,endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,despesas_controladas|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000001,2025-11,4034.05,2509.04,62.2,0.0,13.12,62.33,23.66,2,4,31.76,5.7,100.0,SAUDAVEL,0.9601,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000002,2025-11,4906.29,4838.52,98.62,27.75,9.01,37.45,56.5,2,8,15.6,2.84,51.0,EM_OBSERVACAO,0.5626,renda_muito_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
